domain,hook,method,route,consumerFile,openapiStatus,classification,recommendation,kind
orders,useAddDiscount,POST,"/api/orders/${orderId}/discounts",lib/api-client-react/src/generated/api.ts,missing,consolidated-hook-legacy,exclude,manual-hook
orders,useGetOrderDiscounts,GET,"/api/orders/${orderId}/discounts",lib/api-client-react/src/generated/api.ts,missing,consolidated-hook-legacy,exclude,manual-hook
orders,useMarkNotificationRead,PATCH,"/api/orders/${orderId}/pase",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useGetOrderPaymentSummary,GET,"/api/orders/${orderId}/payment-summary",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useDeleteOrderItem,DELETE,"/api/orders/${orderId}/send",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useMarkSplitGroupPaid,PUT,"/api/orders/${orderId}/splits/${groupId}/pay",lib/api-client-react/src/generated/api.ts,missing,consolidated-hook-legacy,exclude,manual-hook
orders,useCreateOrderSplits,POST,"/api/orders/${orderId}/splits",lib/api-client-react/src/generated/api.ts,missing,consolidated-hook-legacy,exclude,manual-hook
orders,useGetOrderSplits,GET,"/api/orders/${orderId}/splits",lib/api-client-react/src/generated/api.ts,missing,consolidated-hook-legacy,exclude,manual-hook
orders,useAddPayment,POST,"/api/orders/${orderId}/ticket",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useGetOrderTicket,GET,"/api/orders/${orderId}/ticket",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,,POST,"/api/orders",artifacts/piccolo-tpv/src/lib/api-client.ts,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
orders,useDuplicateTable,POST,"/api/tables/${tableId}/close",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useOpenTable,POST,"/api/tables/${tableId}/duplicate",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useCloseTable,POST,"/api/tables/${tableId}/order",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useGetTableOrder,GET,"/api/tables/${tableId}/order",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useCreateTable,POST,"/api/tables/${tableId}",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useUpdateTable,PATCH,"/api/tables/${tableId}",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,,GET,"/api/tables",artifacts/piccolo-tpv/src/pages/reservations.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
orders,useDeleteTable,DELETE,"/api/tables",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useGetAllTables,GET,"/api/tables",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useAuthWithPin,POST,"/api/zones?${stringifiedParams}",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useDeleteZone,DELETE,"/api/zones/${zoneId}/duplicate",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useDuplicateZone,POST,"/api/zones/${zoneId}/elements?${stringifiedParams}",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useGetCanvasElements,GET,"/api/zones/${zoneId}/elements",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useDeleteCanvasElement,DELETE,"/api/zones/${zoneId}/tables?${stringifiedParams}",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useGetZoneTables,GET,"/api/zones/${zoneId}/tables",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useCreateZone,POST,"/api/zones/${zoneId}",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,useUpdateZone,PATCH,"/api/zones/${zoneId}",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
orders,,GET,"/api/zones",artifacts/piccolo-tpv/src/lib/api-client.ts,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
orders,,GET,"/api/zones",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
orders,,GET,"/api/zones",artifacts/piccolo-tpv/src/pages/reservations.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
orders,useGetZones,GET,"/api/zones",lib/api-client-react/src/generated/api.ts,documented,consolidated-hook-legacy,exclude,manual-hook
other,,GET,"/api/admin/audit/modules",artifacts/piccolo-tpv/src/pages/admin-sistema.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/audit/report",artifacts/piccolo-tpv/src/pages/admin-sistema.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/audit/run",artifacts/piccolo-tpv/src/pages/admin-sistema.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/invoice-scanner/",artifacts/piccolo-tpv/src/pages/conciliacion-factura.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/invoice-scanner/",artifacts/piccolo-tpv/src/pages/escaner-facturas.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/invoice-scanner/",artifacts/piccolo-tpv/src/pages/revision-factura.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/invoice-scanner/suppliers/candidates",artifacts/piccolo-tpv/src/pages/revision-factura.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/invoice-scanner/upload",artifacts/piccolo-tpv/src/pages/escaner-facturas.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/invoice-scanner",artifacts/piccolo-tpv/src/pages/escaner-facturas.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/admin/price-comparison",artifacts/piccolo-tpv/src/pages/comparacion-precios.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,POST,"/api/admin/print-test-results",artifacts/piccolo-tpv/src/pages/admin-print-test.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,useGetAdminProfitabilityByCategory,GET,"/api/admin/profitability/by-category",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetAdminProfitabilityReports,GET,"/api/admin/profitability/reports",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetAdminProfitability,GET,"/api/admin/profitability",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetStockAlerts,GET,"/api/admin/stock/alerts",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,useStockIn,POST,"/api/admin/stock/alerts",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,,POST,"/api/admin/stock/inventory-count",artifacts/piccolo-tpv/src/pages/inventario-fisico.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,useCreateStockMovement,POST,"/api/admin/stock/inventory-count",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetStockMovements,GET,"/api/admin/stock/movements",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetProductAvailability,GET,"/api/admin/stock/product-availability",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,useInventoryCount,POST,"/api/admin/stock/product-availability",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,,GET,"/api/admin/stock/reports",artifacts/piccolo-tpv/src/pages/informes-stock.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,useGetStockReports,GET,"/api/admin/stock/reports",lib/api-client-react/src/generated/api.ts,missing,manual-hook-pending-contract,contract-candidate,manual-hook
other,,GET,"/api/admin/system/version",artifacts/piccolo-tpv/src/pages/admin-salud.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,PATCH,"/api/admin/traceability/blocks/",artifacts/piccolo-tpv/src/pages/retirada-lote.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/admin/traceability/blocks",artifacts/piccolo-tpv/src/pages/retirada-lote.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/admin/traceability/lots/",artifacts/piccolo-tpv/src/pages/trazabilidad-lotes.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,POST,"/api/admin/traceability/lots/",artifacts/piccolo-tpv/src/pages/trazabilidad-lotes.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/admin/traceability/lots",artifacts/piccolo-tpv/src/pages/trazabilidad-lotes.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/clients",artifacts/piccolo-tpv/src/pages/reservations.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/diagnostics/connectivity",artifacts/piccolo-tpv/src/pages/admin-salud.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,PATCH,"/api/diagnostics/events/",artifacts/piccolo-tpv/src/pages/backup/DiagnosticsPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/diagnostics/events",artifacts/piccolo-tpv/src/pages/admin-salud.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api/diagnostics/events",artifacts/piccolo-tpv/src/pages/backup/DiagnosticsPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/diagnostics/status",artifacts/piccolo-tpv/src/pages/admin-salud.tsx,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,useCreateCanvasElement,POST,"/api/elements/${elementId}",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
other,useUpdateCanvasElement,PATCH,"/api/elements/${elementId}",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
other,,POST,"/api/kitchen-tasks/",artifacts/piccolo-tpv/src/pages/kds.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,PATCH,"/api/offline/devices/",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,POST,"/api/offline/devices/",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/offline/devices/",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/offline/devices",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/offline/network-diagnostics",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,POST,"/api/offline/queue/",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/offline/queue",artifacts/piccolo-tpv/src/pages/backup/DevicesPage.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,useAddOrderItem,POST,"/api/order-items/${itemId}",lib/api-client-react/src/generated/api.ts,documented,manual-hook-pending-contract,contract-candidate,manual-hook
other,,POST,"/api/public/check-zone",artifacts/piccolo-tpv/src/pages/delivery.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,,GET,"/api/public/menu",artifacts/piccolo-tpv/src/pages/qr-menu/lib.ts,missing,app-http-pending-contract,contract-candidate,direct-customFetch
other,,GET,"/api",artifacts/piccolo-tpv/src/pages/admin-instalacion-qr.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
other,useAddSubrecipeItem,POST,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useDeleteSubrecipe,DELETE,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetAdminGoodsReceipts,GET,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetAdminIngredients,GET,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetAdminSupplierInvoices,GET,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetAdminSuppliers,GET,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useGetAdminVerifactuRecords,GET,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useSendAdminVerifactuRecord,POST,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
other,useUpdateSubrecipe,PATCH,"",lib/api-client-react/src/generated/api.ts,unknown,manual-hook-pending-contract,contract-candidate,manual-hook
phase1,useBlockTable,,"",lib/api-client-react/src/phase1-generated/api.ts,documented,generated-hook-not-migrated,exclude,generated-not-migrated
reservations,,GET,"/api/reservations/suggest-table",artifacts/piccolo-tpv/src/pages/reservations.tsx,documented,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,PATCH,"/api/service-shifts/",artifacts/piccolo-tpv/src/pages/admin-turnos-reservas.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,DELETE,"/api/service-shifts/",artifacts/piccolo-tpv/src/pages/admin-turnos-reservas.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,POST,"/api/service-shifts",artifacts/piccolo-tpv/src/pages/admin-turnos-reservas.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,GET,"/api/service-shifts",artifacts/piccolo-tpv/src/pages/admin-turnos-reservas.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,PATCH,"/api/waiting-list/",artifacts/piccolo-tpv/src/pages/reservations.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,DELETE,"/api/waiting-list/",artifacts/piccolo-tpv/src/pages/reservations.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,POST,"/api/waiting-list",artifacts/piccolo-tpv/src/pages/reservations.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,,GET,"/api/waiting-list",artifacts/piccolo-tpv/src/pages/reservations.tsx,missing,consolidated-domain-http-debt,migrate-hooks-not-contract,direct-api-client
reservations,useArriveReservation,,"",lib/api-client-react/src/reservations-generated/api.ts,documented,generated-hook-not-migrated,exclude,generated-not-migrated
reservations,useGetReservation,,"",lib/api-client-react/src/reservations-generated/api.ts,documented,generated-hook-not-migrated,exclude,generated-not-migrated
reservations,useGetReservationHistory,,"",lib/api-client-react/src/reservations-generated/api.ts,documented,generated-hook-not-migrated,exclude,generated-not-migrated
reservations,useSuggestReservationTable,,"",lib/api-client-react/src/reservations-generated/api.ts,documented,generated-hook-not-migrated,exclude,generated-not-migrated
tablet-setup,,PATCH,"/api/tablet/devices/",artifacts/piccolo-tpv/src/pages/fichaje/FichajeDispositivos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
tablet-setup,,DELETE,"/api/tablet/devices/",artifacts/piccolo-tpv/src/pages/fichaje/FichajeDispositivos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
tablet-setup,,POST,"/api/tablet/devices/pairing-code",artifacts/piccolo-tpv/src/pages/fichaje/FichajeDispositivos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
tablet-setup,,GET,"/api/tablet/devices",artifacts/piccolo-tpv/src/pages/fichaje/FichajeDispositivos.tsx,missing,app-http-pending-contract,contract-candidate,direct-api-client
